wavelength,relative_responsivity_LiCOR
589.0859481582538,98.77216916780355
591.1323328785811,99.73771068960966
592.769440654843,101.02627293931259
594.406548431105,102.15354486643488
595.2251023192359,102.95911631386701
597.2714870395635,104.08594815825376
599.3178717598909,104.72890903489856
602.1828103683492,105.53228006865291
605.8663028649387,106.1734806143555
609.5497953615279,106.33081019231616
612.4147339699864,106.32772961316728
615.6889495225103,106.00162830612155
618.9631650750341,105.67552699907583
622.237380627558,105.02684504686881
625.1023192360163,104.37860317739735
628.3765347885402,103.89121154777098
630.8321964529332,103.24340976103508
634.1064120054571,102.75601813140871
636.9713506139153,102.10777626193725
639.8362892223738,101.62082471504644
642.7012278308322,101.13387316815562
646.3847203274215,100.96862210095499
649.6589358799454,100.64252079390926
652.9331514324692,100.80029045460547
655.7980900409277,100.63591955287595
658.6630286493861,100.63283897372708
661.5279672578445,100.95233903973947
664.3929058663028,101.75571007349382
666.4392905866302,102.39867095013864
668.4856753069578,103.20292214936408
670.5320600272851,104.32975399375083
672.5784447476126,105.29529551555693
675.0341064120055,106.26039695462748
678.3083219645293,106.90203758306562
680.7639836289222,107.06068740923294
682.8103683492496,106.73590635039388
684.4474761255116,105.92769440654844
685.675306957708,104.9586322228579
687.7216916780354,104.31127051885755
689.7680763983628,103.82519913743783
691.8144611186904,103.17783743343749
693.4515688949523,102.5309158121727
694.6793997271486,101.40056330590151
695.9072305593452,100.43150112221099
696.7257844474761,99.462879021256
697.1350613915415,98.33340668045594
697.9536152796726,97.20349425692031
698.7721691678034,95.7510011882234
699.5907230559345,94.29850811952647
700,92.52387448840383
700,90.91097126259737
700,89.29806803679092
700,87.52387448840383
700,86.07226158517801
700,84.13677771421027
700,82.20129384324254
700,79.9432293271135
700,77.68516481098447
699.5907230559345,75.58883070017163
699.5907230559345,73.16947586146196
699.181446111869,71.07314175064913
699.181446111869,69.29894820226204
698.7721691678034,67.20261409144919
698.7721691678034,64.29938828499758
698.7721691678034,62.52519473661048
698.7721691678034,59.29938828499758
698.3628922237381,57.3643444967654
698.3628922237381,55.10627998063637
698.3628922237381,51.88047352902346
698.3628922237381,49.94498965805572
698.7721691678034,47.84777538177178
698.7721691678034,45.7510011882234
699.181446111869,43.81507723452009
698.7721691678034,41.557452801126615
699.181446111869,39.9441094925846
699.181446111869,37.524754653874936
699.5907230559345,35.10495973242969
699.181446111869,32.68604497645556
699.5907230559345,29.78237908726841
700,27.040003520661884
700.4092769440655,24.781498921797308
700.818553888131,22.200413677771408
701.2278308321964,18.974167143422974
702.0463847203274,16.231351494080897
702.8649386084584,13.972406812480756
703.6834924965893,12.036042776041896
704.9113233287858,9.615367689125563
706.1391541609822,7.678563569951152
707.7762619372442,6.063900013202485
710.6412005457025,4.770496853408446
712.68758526603,3.80055450424679
715.143246930423,3.314043040091562
717.1896316507502,2.666681336091173
719.2360163710778,2.1806099546714677
722.1009549795361,1.6936584077806742
725.37517053206,1.5288474233155824
728.2401091405184,1.5257668441666965
731.5143246930422,1.3609558597016331
734.7885402455661,1.3574351978171961
737.6534788540246,1.3543546186683102
740.9276944065484,1.1895436342032326
743.7926330150068,1.186463055054361
746.6575716234652,1.183382475905475
